id,sex,race,region,born,hhsize,adults,age,agekdbrn,sibs,dwelling,wrkstat,degree,educ,paeduc,maeduc,speduc,happy,marital,hapmar,agemar,satjob,postlife,health,class,sei,pasei,masei,spsei,rincome,income,polviews,natroad,natmass,natsci,natchld,sexornt,newsfrom,intecon,inteduc,intspace,intintl,intmil,intenvir,helpful,cantrust,conmedic,coneduc,confinan,intrhome,tvhours
993,MALE,WHITE,SOUTH,YES,2,2,33,20,1,APARTMENT HOUSE,WORKING FULLTIME,PRIMARY/HIGH SCHOOL,12,11,16,4,VERY HAPPY,NEVER MARRIED,,48,VERY SATISFIED,YES,GOOD,WORKING CLASS,56.5,85,80.3,84,$10000 - 14999,$25000 OR MORE,LIBERAL,TOO LITTLE,TOO LITTLE,ABOUT RIGHT,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,RADIO,MODERATELY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,HELPFUL,USUALLY TRUSTED,ONLY SOME,ONLY SOME,ONLY SOME,YES,2
994,MALE,WHITE,SOUTH,YES,1,1,62,44,1,APARTMENT HOUSE,WORKING FULLTIME,GRADUATE,16,14,12,0,,NEVER MARRIED,,27,VERY SATISFIED,NO,FAIR,,62.5,65.8,25.5,35,,,EXTREMELY LIBERAL,TOO LITTLE,,TOO LITTLE,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,NEWSPAPERS,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,,,,,,YES,2
995,MALE,WHITE,SOUTH,YES,4,4,39,22,2,DETACHED 1-FAM HOUSE,KEEPING HOUSE,PRIMARY/HIGH SCHOOL,13,9,12,16,NOT TOO HAPPY,DIVORCED,,34,MOD. SATISFIED,YES,,LOWER CLASS,50.3,27.7,26.4,25,,$25000 OR MORE,MODERATE,ABOUT RIGHT,TOO LITTLE,TOO LITTLE,TOO MUCH,HETEROSEXUAL OR STRAIGHT,TV,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,LOOKOUT FOR SELF,USUAL NOT TRUSTED,A GREAT DEAL,ONLY SOME,HARDLY ANY,NO,4
996,FEMALE,WHITE,SOUTH,YES,2,2,59,21,2,DETACHED 1-FAM HOUSE,WORKING FULLTIME,PRIMARY/HIGH SCHOOL,13,12,8,18,NOT TOO HAPPY,MARRIED,NOT TOO HAPPY,19,A LITTLE DISSAT,NO,FAIR,WORKING CLASS,63.5,38.2,29.3,76.4,$25000 OR MORE,$25000 OR MORE,SLIGHTLY LIBERAL,TOO LITTLE,TOO LITTLE,TOO LITTLE,TOO MUCH,,TV,MODERATELY INTERESTED,NOT AT ALL INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,VERY INTERESTED,,,,,,YES,2
997,FEMALE,WHITE,SOUTH,YES,1,1,74,29,2,DETACHED 1-FAM HOUSE,RETIRED,BACHELOR,16,3,12,11,NOT TOO HAPPY,WIDOWED,,28,,YES,EXCELLENT,MIDDLE CLASS,62.5,46,92,74,,$25000 OR MORE,MODERATE,ABOUT RIGHT,TOO LITTLE,TOO LITTLE,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,,,,,,,,HELPFUL,USUALLY TRUSTED,A GREAT DEAL,ONLY SOME,ONLY SOME,,22
998,FEMALE,WHITE,SOUTH,YES,4,3,31,28,1,DETACHED 1-FAM HOUSE,WORKING FULLTIME,PRIMARY/HIGH SCHOOL,13,12,12,18,PRETTY HAPPY,DIVORCED,,25,A LITTLE DISSAT,YES,,MIDDLE CLASS,32.4,50.7,26.4,38,$15000 - 19999,,MODERATE,,TOO MUCH,,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,INTERNET,MODERATELY INTERESTED,MODERATELY INTERESTED,NOT AT ALL INTERESTED,VERY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,LOOKOUT FOR SELF,USUAL NOT TRUSTED,ONLY SOME,ONLY SOME,ONLY SOME,YES,3
999,MALE,WHITE,SOUTH,YES,3,2,37,22,7,OTHER,WORKING FULLTIME,PRIMARY/HIGH SCHOOL,12,16,16,11,PRETTY HAPPY,DIVORCED,,22,VERY SATISFIED,YES,GOOD,MIDDLE CLASS,73.3,65.8,42,39,$25000 OR MORE,$25000 OR MORE,SLGHTLY CONSERVATIVE,ABOUT RIGHT,TOO LITTLE,ABOUT RIGHT,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,NEWSPAPERS,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,HELPFUL,USUALLY TRUSTED,A GREAT DEAL,A GREAT DEAL,ONLY SOME,YES,7
1000,FEMALE,WHITE,SOUTH,YES,4,2,28,23,3,DETACHED 1-FAM HOUSE,WORKING FULLTIME,PRIMARY/HIGH SCHOOL,13,10,13,10,PRETTY HAPPY,DIVORCED,,18,VERY SATISFIED,YES,GOOD,WORKING CLASS,38.5,37.8,63.5,50,$25000 OR MORE,$25000 OR MORE,EXTREMELY LIBERAL,ABOUT RIGHT,TOO LITTLE,,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,INTERNET,VERY INTERESTED,VERY INTERESTED,NOT AT ALL INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,,,,,,NO,2
1001,FEMALE,WHITE,SOUTH,YES,2,2,47,21,7,DETACHED 1-FAM HOUSE,WORKING FULLTIME,POST PRIMARY/HIGH SCHOOL,14,15,12,16,PRETTY HAPPY,MARRIED,VERY HAPPY,19,A LITTLE DISSAT,YES,EXCELLENT,MIDDLE CLASS,64.2,65.8,34,63.5,$25000 OR MORE,$25000 OR MORE,SLGHTLY CONSERVATIVE,ABOUT RIGHT,TOO LITTLE,TOO MUCH,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,INTERNET,VERY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,,,,,,YES,2
1002,MALE,WHITE,SOUTH,YES,2,2,75,23,5,DETACHED 1-FAM HOUSE,RETIRED,PRIMARY/HIGH SCHOOL,12,0,8,12,VERY HAPPY,MARRIED,VERY HAPPY,20,,YES,,MIDDLE CLASS,50.7,48.6,61,71,,,MODERATE,TOO LITTLE,TOO LITTLE,,ABOUT RIGHT,,TV,VERY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,VERY INTERESTED,HELPFUL,ALWAYS TRUSTED,A GREAT DEAL,HARDLY ANY,ONLY SOME,YES,4
1003,FEMALE,WHITE,SOUTH,YES,2,2,46,37,1,DETACHED 1-FAM HOUSE,WORKING FULLTIME,BACHELOR,18,16,12,4,PRETTY HAPPY,NEVER MARRIED,,22,MOD. SATISFIED,,FAIR,MIDDLE CLASS,63.5,83.7,38.4,86,$25000 OR MORE,$25000 OR MORE,SLIGHTLY LIBERAL,ABOUT RIGHT,TOO LITTLE,TOO MUCH,ABOUT RIGHT,"GAY, LESBIAN OR HOMOSEXUAL",,,,,,,,LOOKOUT FOR SELF,USUALLY TRUSTED,ONLY SOME,ONLY SOME,ONLY SOME,,8
1004,FEMALE,WHITE,NORTH EAST,YES,4,2,33,24,4,DETACHED 1-FAM HOUSE,KEEPING HOUSE,BACHELOR,16,12,7,16,PRETTY HAPPY,MARRIED,VERY HAPPY,18,MOD. SATISFIED,YES,,MIDDLE CLASS,69.2,32.3,19,50.7,$7000 TO 7999,$25000 OR MORE,SLGHTLY CONSERVATIVE,,,,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,INTERNET,MODERATELY INTERESTED,VERY INTERESTED,NOT AT ALL INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,HELPFUL,USUALLY TRUSTED,A GREAT DEAL,ONLY SOME,ONLY SOME,YES,1
1005,MALE,WHITE,NORTH EAST,YES,2,2,52,21,9,DETACHED 1-FAM HOUSE,WORKING FULLTIME,PRIMARY/HIGH SCHOOL,12,6,7,13,VERY HAPPY,MARRIED,VERY HAPPY,20,MOD. SATISFIED,YES,GOOD,WORKING CLASS,49.3,29.2,58,29.3,$25000 OR MORE,$25000 OR MORE,CONSERVATIVE,TOO LITTLE,TOO LITTLE,TOO LITTLE,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,NEWSPAPERS,VERY INTERESTED,VERY INTERESTED,NOT AT ALL INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,VERY INTERESTED,,,,,,YES,1
1006,FEMALE,WHITE,NORTH EAST,YES,3,2,37,18,6,DETACHED 1-FAM HOUSE,KEEPING HOUSE,PRIMARY/HIGH SCHOOL,11,8,9,7,PRETTY HAPPY,DIVORCED,,23,MOD. SATISFIED,YES,EXCELLENT,LOWER CLASS,31.2,54,63.5,33,$15000 - 19999,$15000 - 19999,CONSERVATIVE,TOO LITTLE,TOO MUCH,ABOUT RIGHT,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,,,,,,,,LOOKOUT FOR SELF,USUAL NOT TRUSTED,ONLY SOME,ONLY SOME,ONLY SOME,,18
1007,FEMALE,WHITE,NORTH EAST,YES,2,2,26,15,2,DETACHED 1-FAM HOUSE,WORKING PARTTIME,GRADUATE,18,12,14,12,VERY HAPPY,MARRIED,VERY HAPPY,54,VERY SATISFIED,YES,EXCELLENT,MIDDLE CLASS,69.2,85.1,73.2,43.2,$20000 - 24999,$25000 OR MORE,LIBERAL,ABOUT RIGHT,TOO LITTLE,ABOUT RIGHT,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,TV,MODERATELY INTERESTED,MODERATELY INTERESTED,NOT AT ALL INTERESTED,NOT AT ALL INTERESTED,NOT AT ALL INTERESTED,MODERATELY INTERESTED,,,,,,YES,1
1008,FEMALE,WHITE,SOUTH,YES,2,2,58,26,1,DETACHED 1-FAM HOUSE,WORKING FULLTIME,PRIMARY/HIGH SCHOOL,12,14,14,18,VERY HAPPY,MARRIED,VERY HAPPY,19,MOD. SATISFIED,YES,GOOD,MIDDLE CLASS,38.5,38.9,48.5,87.9,$25000 OR MORE,$25000 OR MORE,SLGHTLY CONSERVATIVE,TOO LITTLE,TOO LITTLE,TOO LITTLE,TOO MUCH,HETEROSEXUAL OR STRAIGHT,TV,VERY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,,,,,,YES,4
1009,FEMALE,WHITE,SOUTH,YES,2,2,82,26,1,DETACHED 1-FAM HOUSE,KEEPING HOUSE,LESS THAN PRIMARY/HIGH SCHOOL,10,7,8,10,VERY HAPPY,MARRIED,VERY HAPPY,23,VERY SATISFIED,YES,GOOD,MIDDLE CLASS,27.7,38.2,18,34.2,,,EXTREMELY CONSERVATIVE,TOO LITTLE,ABOUT RIGHT,ABOUT RIGHT,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,RADIO,MODERATELY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,,,,,,YES,0
1010,FEMALE,WHITE,SOUTH,YES,4,4,47,24,2,DETACHED 1-FAM HOUSE,TEMP NOT WORKING,POST PRIMARY/HIGH SCHOOL,14,12,12,16,PRETTY HAPPY,WIDOWED,,21,MOD. SATISFIED,YES,GOOD,WORKING CLASS,33.1,48.5,94,57,$15000 - 19999,$25000 OR MORE,CONSERVATIVE,,TOO LITTLE,ABOUT RIGHT,TOO LITTLE,,TV,VERY INTERESTED,MODERATELY INTERESTED,NOT AT ALL INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,,,,,,YES,6
1011,FEMALE,WHITE,SOUTH,YES,2,2,74,24,1,DETACHED 1-FAM HOUSE,RETIRED,PRIMARY/HIGH SCHOOL,12,6,8,12,PRETTY HAPPY,MARRIED,PRETTY HAPPY,20,,YES,GOOD,MIDDLE CLASS,40.4,26.7,54,86,,$25000 OR MORE,SLGHTLY CONSERVATIVE,ABOUT RIGHT,TOO LITTLE,ABOUT RIGHT,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,NEWSPAPERS,MODERATELY INTERESTED,MODERATELY INTERESTED,NOT AT ALL INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,HELPFUL,USUALLY TRUSTED,ONLY SOME,ONLY SOME,ONLY SOME,YES,21
1012,FEMALE,WHITE,SOUTH,YES,3,2,48,28,2,DETACHED 1-FAM HOUSE,WORKING PARTTIME,BACHELOR,16,11,12,16,PRETTY HAPPY,MARRIED,PRETTY HAPPY,27,VERY SATISFIED,YES,,MIDDLE CLASS,51.9,37.3,38.9,73.3,$3000 TO 3999,$25000 OR MORE,SLGHTLY CONSERVATIVE,ABOUT RIGHT,TOO MUCH,TOO LITTLE,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,NEWSPAPERS,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,HELPFUL,USUALLY TRUSTED,ONLY SOME,ONLY SOME,ONLY SOME,YES,2
1013,MALE,WHITE,EAST,YES,4,2,38,23,2,2 UNITS SIDE BY SIDE,WORKING FULLTIME,PRIMARY/HIGH SCHOOL,12,11,12,9,NOT TOO HAPPY,MARRIED,PRETTY HAPPY,22,MOD. SATISFIED,YES,,WORKING CLASS,33.6,49.6,28.4,36.5,$20000 - 24999,$25000 OR MORE,LIBERAL,ABOUT RIGHT,ABOUT RIGHT,ABOUT RIGHT,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,TV,MODERATELY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,NOT AT ALL INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,LOOKOUT FOR SELF,USUAL NOT TRUSTED,ONLY SOME,HARDLY ANY,ONLY SOME,YES,6
1014,FEMALE,WHITE,EAST,YES,2,2,84,25,6,DETACHED 1-FAM HOUSE,WORKING FULLTIME,PRIMARY/HIGH SCHOOL,12,10,8,14,PRETTY HAPPY,DIVORCED,,23,VERY SATISFIED,YES,GOOD,WORKING CLASS,31.4,45.9,25.5,92,$20000 - 24999,$25000 OR MORE,MODERATE,TOO LITTLE,TOO LITTLE,ABOUT RIGHT,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,TV,MODERATELY INTERESTED,NOT AT ALL INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,HELPFUL,USUAL NOT TRUSTED,ONLY SOME,ONLY SOME,ONLY SOME,NO,0
1015,MALE,WHITE,EAST,YES,4,2,27,21,1,2 UNITS SIDE BY SIDE,WORKING FULLTIME,PRIMARY/HIGH SCHOOL,14,12,12,12,PRETTY HAPPY,NEVER MARRIED,,20,MOD. SATISFIED,YES,GOOD,WORKING CLASS,50.7,28.6,29.2,82,$10000 - 14999,$20000 - 24999,SLIGHTLY LIBERAL,ABOUT RIGHT,TOO LITTLE,ABOUT RIGHT,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,TV,VERY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,,,,,,YES,4
1016,MALE,WHITE,EAST,YES,2,1,58,53,3,DETACHED 1-FAM HOUSE,WORKING FULLTIME,LESS THAN PRIMARY/HIGH SCHOOL,11,12,12,3,PRETTY HAPPY,NEVER MARRIED,,23,MOD. SATISFIED,NO,,WORKING CLASS,33.1,32.3,71,33,$20000 - 24999,$20000 - 24999,MODERATE,TOO MUCH,ABOUT RIGHT,TOO LITTLE,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,TV,VERY INTERESTED,VERY INTERESTED,NOT AT ALL INTERESTED,VERY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,LOOKOUT FOR SELF,USUAL NOT TRUSTED,HARDLY ANY,A GREAT DEAL,ONLY SOME,NO,3
1017,MALE,WHITE,EAST,YES,4,3,43,38,4,DETACHED 1-FAM HOUSE,WORKING FULLTIME,BACHELOR,18,16,12,14,PRETTY HAPPY,MARRIED,VERY HAPPY,37,MOD. SATISFIED,,,WORKING CLASS,95,49.6,60,33.1,$25000 OR MORE,$25000 OR MORE,LIBERAL,ABOUT RIGHT,TOO LITTLE,TOO LITTLE,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,RADIO,MODERATELY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,DEPENDS,USUALLY TRUSTED,A GREAT DEAL,ONLY SOME,HARDLY ANY,YES,4
1018,FEMALE,WHITE,EAST,YES,2,2,62,23,4,DETACHED 1-FAM HOUSE,RETIRED,PRIMARY/HIGH SCHOOL,12,12,9,9,VERY HAPPY,MARRIED,VERY HAPPY,21,,YES,,LOWER CLASS,31.4,38.4,94,28.6,,$25000 OR MORE,CONSERVATIVE,TOO LITTLE,ABOUT RIGHT,TOO MUCH,TOO MUCH,HETEROSEXUAL OR STRAIGHT,NEWSPAPERS,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,NOT AT ALL INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,HELPFUL,USUAL NOT TRUSTED,HARDLY ANY,HARDLY ANY,ONLY SOME,NO,8
1019,MALE,WHITE,EAST,YES,5,2,39,25,1,DETACHED 1-FAM HOUSE,"UNEMPL, LAID OFF",BACHELOR,19,8,12,13,NOT TOO HAPPY,MARRIED,VERY HAPPY,23,VERY DISSATISFIED,NO,POOR,WORKING CLASS,69.2,29.2,33.1,38,,$25000 OR MORE,SLIGHTLY LIBERAL,TOO LITTLE,TOO LITTLE,,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,,,,,,,,LOOKOUT FOR SELF,USUAL NOT TRUSTED,HARDLY ANY,HARDLY ANY,HARDLY ANY,,24
1020,FEMALE,WHITE,EAST,YES,4,4,25,24,1,DETACHED 1-FAM HOUSE,WORKING PARTTIME,PRIMARY/HIGH SCHOOL,13,12,12,1,PRETTY HAPPY,NEVER MARRIED,,39,VERY SATISFIED,YES,FAIR,WORKING CLASS,30.8,38.1,76.3,38,,,MODERATE,ABOUT RIGHT,TOO LITTLE,,TOO LITTLE,"GAY, LESBIAN OR HOMOSEXUAL",,,,,,,,LOOKOUT FOR SELF,ALWYS NOT TRUSTED,HARDLY ANY,ONLY SOME,HARDLY ANY,,11
1021,MALE,OTHER,EAST,YES,2,2,22,30,4,APARTMENT HOUSE,SCHOOL,PRIMARY/HIGH SCHOOL,12,18,0,10,PRETTY HAPPY,NEVER MARRIED,,37,,YES,FAIR,WORKING CLASS,42.2,73.9,27.7,85,,$10000 - 14999,,ABOUT RIGHT,ABOUT RIGHT,TOO LITTLE,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,TV,NOT AT ALL INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,NOT AT ALL INTERESTED,,,,,,YES,4
1022,MALE,WHITE,EAST,YES,4,2,49,23,5,APARTMENT HOUSE,WORKING FULLTIME,PRIMARY/HIGH SCHOOL,10,10,6,12,PRETTY HAPPY,MARRIED,PRETTY HAPPY,22,MOD. SATISFIED,YES,,WORKING CLASS,29.2,35.4,92,42.3,$15000 - 19999,$25000 OR MORE,CONSERVATIVE,ABOUT RIGHT,TOO LITTLE,ABOUT RIGHT,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,TV,VERY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,HELPFUL,USUALLY TRUSTED,HARDLY ANY,ONLY SOME,ONLY SOME,YES,1
1023,MALE,WHITE,EAST,YES,3,3,57,27,8,DETACHED 1-FAM HOUSE,WORKING FULLTIME,GRADUATE,19,19,13,16,VERY HAPPY,MARRIED,VERY HAPPY,24,VERY SATISFIED,YES,,MIDDLE CLASS,92.3,92.3,39,78.5,$25000 OR MORE,$25000 OR MORE,LIBERAL,TOO LITTLE,TOO LITTLE,ABOUT RIGHT,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,NEWSPAPERS,MODERATELY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,LOOKOUT FOR SELF,USUALLY TRUSTED,A GREAT DEAL,A GREAT DEAL,A GREAT DEAL,YES,2
1024,FEMALE,WHITE,EAST,YES,2,2,67,24,,DETACHED 1-FAM HOUSE,RETIRED,BACHELOR,16,14,12,18,VERY HAPPY,MARRIED,PRETTY HAPPY,20,,YES,,MIDDLE CLASS,78.5,45.9,33.1,92.3,,$25000 OR MORE,MODERATE,TOO LITTLE,TOO LITTLE,TOO LITTLE,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,TV,VERY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,VERY INTERESTED,HELPFUL,ALWAYS TRUSTED,A GREAT DEAL,ONLY SOME,ONLY SOME,YES,2
1025,MALE,WHITE,EAST,YES,3,3,62,25,3,DETACHED 1-FAM HOUSE,WORKING FULLTIME,GRADUATE,17,12,8,16,PRETTY HAPPY,MARRIED,VERY HAPPY,24,MOD. SATISFIED,NO,,UPPER CLASS,85.1,63.5,40,86,$25000 OR MORE,$25000 OR MORE,MODERATE,ABOUT RIGHT,TOO LITTLE,TOO LITTLE,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,TV,MODERATELY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,HELPFUL,USUALLY TRUSTED,ONLY SOME,HARDLY ANY,HARDLY ANY,YES,1
1026,FEMALE,OTHER,EAST,NO,4,2,37,33,2,DETACHED 1-FAM HOUSE,WORKING FULLTIME,GRADUATE,17,9,0,16,PRETTY HAPPY,MARRIED,PRETTY HAPPY,31,MOD. SATISFIED,NO,,MIDDLE CLASS,76.3,76.4,56.6,76.3,$25000 OR MORE,$25000 OR MORE,MODERATE,ABOUT RIGHT,TOO LITTLE,ABOUT RIGHT,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,RADIO,MODERATELY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,NOT AT ALL INTERESTED,VERY INTERESTED,HELPFUL,USUALLY TRUSTED,ONLY SOME,ONLY SOME,ONLY SOME,YES,0
1027,MALE,WHITE,EAST,YES,2,2,84,21,5,APARTMENT HOUSE,RETIRED,LESS THAN PRIMARY/HIGH SCHOOL,8,8,6,11,PRETTY HAPPY,MARRIED,PRETTY HAPPY,20,,NO,GOOD,MIDDLE CLASS,27.7,43,35,50.7,,$25000 OR MORE,SLGHTLY CONSERVATIVE,TOO LITTLE,,TOO LITTLE,,HETEROSEXUAL OR STRAIGHT,TV,MODERATELY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,,,,,,NO,5
1028,MALE,WHITE,EAST,YES,2,2,27,22,2,2 UNITS SIDE BY SIDE,TEMP NOT WORKING,PRIMARY/HIGH SCHOOL,14,12,14,5,VERY HAPPY,NEVER MARRIED,,38,VERY SATISFIED,YES,EXCELLENT,WORKING CLASS,48.8,37.3,60,95,$25000 OR MORE,$25000 OR MORE,SLGHTLY CONSERVATIVE,TOO LITTLE,TOO LITTLE,ABOUT RIGHT,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,INTERNET,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,,,,,,YES,1
1029,MALE,WHITE,EAST,YES,1,1,52,56,1,APARTMENT HOUSE,WORKING FULLTIME,PRIMARY/HIGH SCHOOL,12,12,12,12,NOT TOO HAPPY,NEVER MARRIED,,33,VERY DISSATISFIED,YES,,WORKING CLASS,29.2,35.1,38.4,80,$25000 OR MORE,$25000 OR MORE,SLIGHTLY LIBERAL,ABOUT RIGHT,ABOUT RIGHT,TOO MUCH,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,TV,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,LOOKOUT FOR SELF,USUAL NOT TRUSTED,ONLY SOME,A GREAT DEAL,ONLY SOME,NO,3
1030,FEMALE,WHITE,EAST,YES,4,2,22,24,3,DETACHED 1-FAM HOUSE,WORKING FULLTIME,PRIMARY/HIGH SCHOOL,13,12,12,10,VERY HAPPY,DIVORCED,,26,VERY SATISFIED,YES,,WORKING CLASS,69.7,63.5,63.2,40,$25000 OR MORE,$25000 OR MORE,LIBERAL,TOO LITTLE,TOO LITTLE,TOO LITTLE,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,TV,MODERATELY INTERESTED,MODERATELY INTERESTED,NOT AT ALL INTERESTED,NOT AT ALL INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,HELPFUL,USUAL NOT TRUSTED,ONLY SOME,ONLY SOME,HARDLY ANY,YES,1
1031,MALE,WHITE,EAST,YES,3,3,54,26,4,DETACHED 1-FAM HOUSE,WORKING FULLTIME,BACHELOR,16,15,16,12,PRETTY HAPPY,MARRIED,VERY HAPPY,26,MOD. SATISFIED,NO,,WORKING CLASS,62.5,24,38.4,43.7,$25000 OR MORE,$25000 OR MORE,SLIGHTLY LIBERAL,TOO LITTLE,ABOUT RIGHT,TOO LITTLE,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,INTERNET,VERY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,HELPFUL,USUALLY TRUSTED,HARDLY ANY,HARDLY ANY,HARDLY ANY,YES,2
1032,FEMALE,WHITE,SOUTH,YES,1,1,69,24,2,DETACHED 1-FAM HOUSE,WORKING PARTTIME,PRIMARY/HIGH SCHOOL,12,12,16,11,VERY HAPPY,DIVORCED,,16,VERY SATISFIED,YES,POOR,,22.5,27.7,46,36,,$8000 TO 9999,SLGHTLY CONSERVATIVE,ABOUT RIGHT,ABOUT RIGHT,ABOUT RIGHT,,HETEROSEXUAL OR STRAIGHT,TV,MODERATELY INTERESTED,MODERATELY INTERESTED,NOT AT ALL INTERESTED,NOT AT ALL INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,,,,,,NO,2
1033,FEMALE,WHITE,SOUTH,YES,1,1,51,22,1,DETACHED 1-FAM HOUSE,WORKING FULLTIME,PRIMARY/HIGH SCHOOL,12,12,12,11,VERY HAPPY,MARRIED,VERY HAPPY,26,VERY SATISFIED,YES,GOOD,WORKING CLASS,25.8,38.2,27.7,39.4,$25000 OR MORE,$25000 OR MORE,MODERATE,TOO LITTLE,,TOO LITTLE,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,NEWSPAPERS,VERY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,VERY INTERESTED,,,,,,NO,3
